copy_no,dilution,date_qPCR,qPCR_no,target,use,extract,notes,sample
NA,1,7/13/22,CUT-IN-007,cutt,0,NA,NA,NTC+IPC
1.00E+05,NA,7/13/22,CUT-IN-007,cutt,0,NA,NA,St1
10000,NA,7/13/22,CUT-IN-007,cutt,0,NA,NA,St2
1000,NA,7/13/22,CUT-IN-007,cutt,0,NA,NA,St3
100,NA,7/13/22,CUT-IN-007,cutt,0,NA,NA,St4
10,NA,7/13/22,CUT-IN-007,cutt,0,NA,NA,St5
5,NA,7/13/22,CUT-IN-007,cutt,0,NA,NA,St6
3,NA,7/13/22,CUT-IN-007,cutt,0,NA,NA,St7
1,NA,7/13/22,CUT-IN-007,cutt,0,NA,NA,St8
NA,1,7/15/22,CUT-IN-007A,cutt,1,1,NA,0821.3Chk.Dn.1
NA,1,7/15/22,CUT-IN-007A,cutt,1,1,NA,0821.3Chk.Dn.2
NA,1,7/15/22,CUT-IN-007A,cutt,1,1,NA,0821.3Chk.Dn.3
NA,1,7/15/22,CUT-IN-007A,cutt,1,1,NA,0821.3Chk.Up.1
NA,1,7/15/22,CUT-IN-007A,cutt,1,1,NA,0821.3Chk.Up.2
NA,1,7/15/22,CUT-IN-007A,cutt,1,1,NA,0821.3Chk.Up.3
NA,1,7/15/22,CUT-IN-007A,cutt,0,1,use new dilution in CUT-IN-028,0821.5Sqm.Dn.1
NA,1,7/15/22,CUT-IN-007A,cutt,0,1,use new dilution in CUT-IN-028,0821.5Sqm.Dn.2
NA,10,7/15/22,CUT-IN-007A,cutt,1,1,new dilution based on IPC testing of failed CUT-IN-007,0821.5Sqm.Dn.3
NA,1,7/15/22,CUT-IN-007A,cutt,1,1,NA,0821.5Sqm.Up.1
NA,1,7/15/22,CUT-IN-007A,cutt,1,1,NA,0821.5Sqm.Up.2
NA,1,7/15/22,CUT-IN-007A,cutt,1,1,NA,0821.5Sqm.Up.3
NA,10,7/15/22,CUT-IN-007A,cutt,1,1,new dilution based on IPC testing of failed CUT-IN-007,0921.1Prt.Dn.1
NA,10,7/15/22,CUT-IN-007A,cutt,1,1,new dilution based on IPC testing of failed CUT-IN-007,0921.1Prt.Dn.2
NA,10,7/15/22,CUT-IN-007A,cutt,1,1,new dilution based on IPC testing of failed CUT-IN-007,0921.1Prt.Dn.3
NA,10,7/15/22,CUT-IN-007A,cutt,1,1,NA,0921.1Prt.Up.1
NA,10,7/15/22,CUT-IN-007A,cutt,0,1,use new dilution in CUT-IN-028,0921.1Prt.Up.2
NA,100,7/15/22,CUT-IN-007A,cutt,1,1,new dilution based on IPC testing of failed CUT-IN-007,0921.1Prt.Up.3
NA,10,7/15/22,CUT-IN-007A,cutt,1,1,new dilution based on IPC testing of failed CUT-IN-007,0921.2Brn.Dn.1
NA,10,7/15/22,CUT-IN-007A,cutt,1,1,new dilution based on IPC testing of failed CUT-IN-007,0921.2Brn.Dn.2
NA,10,7/15/22,CUT-IN-007A,cutt,0,1,new dilution based on IPC testing of failed CUT-IN-007; use new dilution in CUT-IN-028,0921.2Brn.Dn.3
NA,1,7/15/22,CUT-IN-007A,cutt,0,1,use new dilution in CUT-IN-028,0921.2Brn.Up.1
NA,1,7/15/22,CUT-IN-007A,cutt,1,NA,NA,NTC
NA,1,7/15/22,CUT-IN-007A,cutt,1,NA,NA,NTC+IPC
1.00E+05,NA,7/15/22,CUT-IN-007A,cutt,1,NA,NA,St1
10000,NA,7/15/22,CUT-IN-007A,cutt,1,NA,NA,St2
1000,NA,7/15/22,CUT-IN-007A,cutt,1,NA,NA,St3
100,NA,7/15/22,CUT-IN-007A,cutt,1,NA,NA,St4
10,NA,7/15/22,CUT-IN-007A,cutt,1,NA,NA,St5
5,NA,7/15/22,CUT-IN-007A,cutt,1,NA,NA,St6
3,NA,7/15/22,CUT-IN-007A,cutt,1,NA,NA,St7
1,NA,7/15/22,CUT-IN-007A,cutt,1,NA,NA,St8
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,0921.2Brn.Up.2
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,0921.2Brn.Up.3
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,0921.3Chk.Dn.1
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,0921.3Chk.Dn.2
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,0921.3Chk.Dn.3
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,0921.3Chk.Up.1
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,0921.3Chk.Up.2
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,0921.3Chk.Up.3
NA,100,7/14/22,CUT-IN-008,cutt,0,1,NA,0921.5Sqm.Dn.1
NA,100,7/14/22,CUT-IN-008,cutt,0,1,NA,0921.5Sqm.Dn.2
NA,100,7/14/22,CUT-IN-008,cutt,0,1,NA,0921.5Sqm.Dn.3
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,1021.1Prt.Dn.1
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,1021.1Prt.Dn.2
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,1021.1Prt.Dn.3
NA,10,7/14/22,CUT-IN-008,cutt,0,1,NA,1021.1Prt.Up.1
NA,10,7/14/22,CUT-IN-008,cutt,0,1,NA,1021.1Prt.Up.2
NA,10,7/14/22,CUT-IN-008,cutt,0,1,NA,1021.1Prt.Up.3
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,1021.2Brn.Dn.1
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,1021.2Brn.Dn.2
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,1021.2Brn.Dn.3
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,1021.2Brn.Up.1
NA,1,7/14/22,CUT-IN-008,cutt,0,1,NA,1021.2Brn.Up.2
NA,1,7/14/22,CUT-IN-008,cutt,0,NA,NA,NTC
NA,1,7/14/22,CUT-IN-008,cutt,0,NA,NA,NTC+IPC
1.00E+05,NA,7/14/22,CUT-IN-008,cutt,0,NA,NA,St1
10000,NA,7/14/22,CUT-IN-008,cutt,0,NA,NA,St2
1000,NA,7/14/22,CUT-IN-008,cutt,0,NA,NA,St3
100,NA,7/14/22,CUT-IN-008,cutt,0,NA,NA,St4
10,NA,7/14/22,CUT-IN-008,cutt,0,NA,NA,St5
5,NA,7/14/22,CUT-IN-008,cutt,0,NA,NA,St6
3,NA,7/14/22,CUT-IN-008,cutt,0,NA,NA,St7
1,NA,7/14/22,CUT-IN-008,cutt,0,NA,NA,St8
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,0921.2Brn.Up.2
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,0921.2Brn.Up.3
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,0921.3Chk.Dn.1
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,0921.3Chk.Dn.2
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,0921.3Chk.Dn.3
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,0921.3Chk.Up.1
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,0921.3Chk.Up.2
NA,1,7/15/22,CUT-IN-008A,cutt,0,1,use new dilution in CUT-IN-026,0921.3Chk.Up.3
NA,100,7/15/22,CUT-IN-008A,cutt,1,1,NA,0921.5Sqm.Dn.1
NA,100,7/15/22,CUT-IN-008A,cutt,1,1,NA,0921.5Sqm.Dn.2
NA,100,7/15/22,CUT-IN-008A,cutt,1,1,NA,0921.5Sqm.Dn.3
NA,10,7/15/22,CUT-IN-008A,cutt,1,1,new dilution based on IPC testing of failed CUT-IN-008,1021.1Prt.Dn.1
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,1021.1Prt.Dn.2
NA,10,7/15/22,CUT-IN-008A,cutt,1,1,new dilution based on IPC testing of failed CUT-IN-008,1021.1Prt.Dn.3
NA,10,7/15/22,CUT-IN-008A,cutt,1,1,NA,1021.1Prt.Up.1
NA,10,7/15/22,CUT-IN-008A,cutt,1,1,NA,1021.1Prt.Up.2
NA,10,7/15/22,CUT-IN-008A,cutt,1,1,NA,1021.1Prt.Up.3
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,1021.2Brn.Dn.1
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,1021.2Brn.Dn.2
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,1021.2Brn.Dn.3
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,1021.2Brn.Up.1
NA,1,7/15/22,CUT-IN-008A,cutt,1,1,NA,1021.2Brn.Up.2
NA,1,7/15/22,CUT-IN-008A,cutt,1,NA,NA,NTC
NA,1,7/15/22,CUT-IN-008A,cutt,1,NA,NA,NTC+IPC
1.00E+05,NA,7/15/22,CUT-IN-008A,cutt,1,NA,NA,St1
10000,NA,7/15/22,CUT-IN-008A,cutt,1,NA,NA,St2
1000,NA,7/15/22,CUT-IN-008A,cutt,1,NA,NA,St3
100,NA,7/15/22,CUT-IN-008A,cutt,1,NA,NA,St4
10,NA,7/15/22,CUT-IN-008A,cutt,1,NA,NA,St5
5,NA,7/15/22,CUT-IN-008A,cutt,1,NA,NA,St6
3,NA,7/15/22,CUT-IN-008A,cutt,1,NA,NA,St7
1,NA,7/15/22,CUT-IN-008A,cutt,1,NA,NA,St8
NA,1,7/14/22,CUT-IN-009,cutt,1,1,NA,1021.2Brn.Up.3
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use lower stddev in CUT-IN-023,1021.3Chk.Dn.1
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use lower stddev in CUT-IN-023,1021.3Chk.Dn.2
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use lower stddev in CUT-IN-023,1021.3Chk.Dn.3
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use lower stddev in CUT-IN-023,1021.3Chk.Up.1
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use lower stddev in CUT-IN-023,1021.3Chk.Up.2
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use lower stddev in CUT-IN-023,1021.3Chk.Up.3
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use lower stddev in CUT-IN-023,1021.5Sqm.Dn.1
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-028,1021.5Sqm.Dn.2
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-028,1021.5Sqm.Dn.3
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-028,1021.5Sqm.Up.1
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-028,1021.5Sqm.Up.2
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-028,1021.5Sqm.Up.3
NA,10,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-028,1121.1Prt.Dn.1
NA,10,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-028,1121.1Prt.Dn.2
NA,10,7/14/22,CUT-IN-009,cutt,0,1,use lower stddev in CUT-IN-023,1121.1Prt.Dn.3
NA,10,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-028,1121.1Prt.Up.1
NA,10,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-028,1121.1Prt.Up.2
NA,10,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-015A,1121.1Prt.Up.3
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-015A,1121.2Brn.Dn.1
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-015A,1121.2Brn.Dn.2
NA,1,7/14/22,CUT-IN-009,cutt,0,1,use new dilution in CUT-IN-015A,1121.2Brn.Dn.3
NA,1,7/14/22,CUT-IN-009,cutt,1,NA,NA,NTC
NA,1,7/14/22,CUT-IN-009,cutt,1,NA,NA,NTC+IPC
1.00E+05,NA,7/14/22,CUT-IN-009,cutt,1,NA,NA,St1
10000,NA,7/14/22,CUT-IN-009,cutt,1,NA,NA,St2
1000,NA,7/14/22,CUT-IN-009,cutt,1,NA,NA,St3
100,NA,7/14/22,CUT-IN-009,cutt,1,NA,NA,St4
10,NA,7/14/22,CUT-IN-009,cutt,1,NA,NA,St5
5,NA,7/14/22,CUT-IN-009,cutt,1,NA,NA,St6
3,NA,7/14/22,CUT-IN-009,cutt,1,NA,NA,St7
1,NA,7/14/22,CUT-IN-009,cutt,1,NA,NA,St8
NA,1,7/14/22,CUT-IN-010,cutt,0,1,NA,1121.2Brn.Up.1
NA,1,7/14/22,CUT-IN-010,cutt,1,1,NA,1121.2Brn.Up.2
NA,1,7/14/22,CUT-IN-010,cutt,1,1,NA,1121.2Brn.Up.3
NA,1,7/14/22,CUT-IN-010,cutt,1,1,NA,1121.3Chk.Dn.1
NA,1,7/14/22,CUT-IN-010,cutt,1,1,NA,1121.3Chk.Dn.2
NA,1,7/14/22,CUT-IN-010,cutt,1,1,NA,1121.3Chk.Dn.3
NA,1,7/14/22,CUT-IN-010,cutt,1,1,NA,1121.3Chk.Up.1
NA,1,7/14/22,CUT-IN-010,cutt,1,1,NA,1121.3Chk.Up.2
NA,1,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-028,1121.3Chk.Up.3
NA,1,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-028,1121.5Sqm.Dn.1
NA,1,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-028,1121.5Sqm.Dn.2
NA,1,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-028,1121.5Sqm.Dn.3
NA,1,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-028,1121.5Sqm.Up.1
NA,1,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-016,1121.5Sqm.Up.2
NA,1,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-028,1121.5Sqm.Up.3
NA,10,7/14/22,CUT-IN-010,cutt,0,1,use lower stddev in CUT-IN-023,1221.1Prt.Dn.1
NA,10,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-015A,1221.1Prt.Dn.2
NA,10,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-028,1221.1Prt.Dn.3
NA,10,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-028,1221.1Prt.Up.1
NA,10,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-015A,1221.1Prt.Up.2
NA,10,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-015A,1221.1Prt.Up.3
NA,1,7/14/22,CUT-IN-010,cutt,0,1,use new dilution in CUT-IN-016,1221.2Brn.Dn.1
NA,NA,7/14/22,CUT-IN-010,cutt,1,1,NA,NTC
NA,NA,7/14/22,CUT-IN-010,cutt,1,1,NA,NTC+IPC
1.00E+05,NA,7/14/22,CUT-IN-010,cutt,1,NA,NA,St1
10000,NA,7/14/22,CUT-IN-010,cutt,1,NA,NA,St2
1000,NA,7/14/22,CUT-IN-010,cutt,1,NA,NA,St3
100,NA,7/14/22,CUT-IN-010,cutt,1,NA,NA,St4
10,NA,7/14/22,CUT-IN-010,cutt,1,NA,NA,St5
5,NA,7/14/22,CUT-IN-010,cutt,1,NA,NA,St6
3,NA,7/14/22,CUT-IN-010,cutt,1,NA,NA,St7
1,NA,7/14/22,CUT-IN-010,cutt,1,NA,NA,St8
NA,10,7/14/22,CUT-IN-011,cutt,0,1,use new dilution in CUT-IN-026,0122.1Prt.Dn.1
NA,10,7/14/22,CUT-IN-011,cutt,0,1,use new dilution in CUT-IN-026,0122.1Prt.Dn.2
NA,10,7/14/22,CUT-IN-011,cutt,1,1,NA,0122.1Prt.Dn.3
NA,1,7/14/22,CUT-IN-011,cutt,0,1,use new dilution in CUT-IN-016,0122.1Prt.Up.1
NA,10,7/14/22,CUT-IN-011,cutt,0,1,use new dilution in CUT-IN-028,0122.1Prt.Up.2
NA,1,7/14/22,CUT-IN-011,cutt,1,1,NA,1221.2Brn.Dn.2
NA,1,7/14/22,CUT-IN-011,cutt,1,1,NA,1221.2Brn.Dn.3
NA,1,7/14/22,CUT-IN-011,cutt,1,1,NA,1221.2Brn.Up.1
NA,1,7/14/22,CUT-IN-011,cutt,1,1,NA,1221.2Brn.Up.2
NA,1,7/14/22,CUT-IN-011,cutt,1,1,NA,1221.2Brn.Up.3
NA,1,7/14/22,CUT-IN-011,cutt,1,1,NA,1221.3Chk.Dn.1
NA,1,7/14/22,CUT-IN-011,cutt,1,1,NA,1221.3Chk.Dn.2
NA,1,7/14/22,CUT-IN-011,cutt,0,1,use lower stddev in CUT-IN-023,1221.3Chk.Dn.3
NA,1,7/14/22,CUT-IN-011,cutt,0,1,use new dilution in CUT-IN-026,1221.3Chk.Up.1
NA,1,7/14/22,CUT-IN-011,cutt,0,1,use new dilution in CUT-IN-026,1221.3Chk.Up.2
NA,1,7/14/22,CUT-IN-011,cutt,0,1,use new dilution in CUT-IN-028,1221.3Chk.Up.3
NA,1,7/14/22,CUT-IN-011,cutt,0,1,use new dilution in CUT-IN-016,1221.5Sqm.Dn.1
NA,1,7/14/22,CUT-IN-011,cutt,0,1,use new dilution in CUT-IN-016,1221.5Sqm.Dn.2
NA,1,7/14/22,CUT-IN-011,cutt,1,1,NA,1221.5Sqm.Dn.3
NA,1,7/14/22,CUT-IN-011,cutt,0,1,use new dilution in CUT-IN-016,1221.5Sqm.Up.1
NA,1,7/14/22,CUT-IN-011,cutt,0,1,use new dilution in CUT-IN-026,1221.5Sqm.Up.2
NA,1,7/14/22,CUT-IN-011,cutt,0,1,use new dilution in CUT-IN-016,1221.5Sqm.Up.3
NA,1,7/14/22,CUT-IN-011,cutt,1,NA,NA,NTC
NA,1,7/14/22,CUT-IN-011,cutt,1,NA,NA,NTC+IPC
1.00E+05,NA,7/14/22,CUT-IN-011,cutt,1,NA,NA,St1
10000,NA,7/14/22,CUT-IN-011,cutt,1,NA,NA,St2
1000,NA,7/14/22,CUT-IN-011,cutt,1,NA,NA,St3
100,NA,7/14/22,CUT-IN-011,cutt,1,NA,NA,St4
10,NA,7/14/22,CUT-IN-011,cutt,1,NA,NA,St5
5,NA,7/14/22,CUT-IN-011,cutt,1,NA,NA,St6
3,NA,7/14/22,CUT-IN-011,cutt,1,NA,NA,St7
1,NA,7/14/22,CUT-IN-011,cutt,1,1,NA,St8
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.1Prt.Up.3
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.2Brn.Dn.1
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.2Brn.Dn.2
NA,10,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.2Brn.Dn.3
NA,10,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.2Brn.Up.1
NA,10,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.2Brn.Up.2
NA,10,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.2Brn.Up.3
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.3Chk.Dn.1
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.3Chk.Dn.2
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.3Chk.Dn.3
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.3Chk.Up.1
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.3Chk.Up.2
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.3Chk.Up.3
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.5Sqm.Dn.1
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.5Sqm.Dn.2
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.5Sqm.Dn.3
NA,10,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.5Sqm.Up.1
NA,10,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.5Sqm.Up.2
NA,10,7/14/22,CUT-IN-012,cutt,0,1,NA,0122.5Sqm.Up.3
NA,10,7/14/22,CUT-IN-012,cutt,0,1,NA,0222.1Prt.Dn.1
NA,10,7/14/22,CUT-IN-012,cutt,0,1,NA,0222.1Prt.Dn.2
NA,10,7/14/22,CUT-IN-012,cutt,0,1,NA,0222.1Prt.Dn.3
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,NTC
NA,1,7/14/22,CUT-IN-012,cutt,0,1,NA,NTC+IPC
1.00E+05,NA,7/14/22,CUT-IN-012,cutt,0,NA,NA,St1
10000,NA,7/14/22,CUT-IN-012,cutt,0,NA,NA,St2
1000,NA,7/14/22,CUT-IN-012,cutt,0,NA,NA,St3
100,NA,7/14/22,CUT-IN-012,cutt,0,NA,NA,St4
10,NA,7/14/22,CUT-IN-012,cutt,0,NA,NA,St5
5,NA,7/14/22,CUT-IN-012,cutt,0,NA,NA,St6
3,NA,7/14/22,CUT-IN-012,cutt,0,NA,NA,St7
1,NA,7/14/22,CUT-IN-012,cutt,0,NA,NA,St8
NA,1,7/15/22,CUT-IN-012A,cutt,0,1,use new dilution in CUT-IN-016,0122.1Prt.Up.3
NA,1,7/15/22,CUT-IN-012A,cutt,0,1,use new dilution in CUT-IN-016,0122.2Brn.Dn.1
NA,1,7/15/22,CUT-IN-012A,cutt,0,1,use new dilution in CUT-IN-016,0122.2Brn.Dn.2
NA,10,7/15/22,CUT-IN-012A,cutt,1,1,NA,0122.2Brn.Dn.3
NA,10,7/15/22,CUT-IN-012A,cutt,1,1,NA,0122.2Brn.Up.1
NA,10,7/15/22,CUT-IN-012A,cutt,1,1,NA,0122.2Brn.Up.2
NA,10,7/15/22,CUT-IN-012A,cutt,1,1,NA,0122.2Brn.Up.3
NA,1,7/15/22,CUT-IN-012A,cutt,0,1,use new dilution in CUT-IN-016,0122.3Chk.Dn.1
NA,1,7/15/22,CUT-IN-012A,cutt,0,1,use new dilution in CUT-IN-016,0122.3Chk.Dn.2
NA,1,7/15/22,CUT-IN-012A,cutt,0,1,use new dilution in CUT-IN-016,0122.3Chk.Dn.3
NA,1,7/15/22,CUT-IN-012A,cutt,0,1,use new dilution in CUT-IN-016,0122.3Chk.Up.1
NA,1,7/15/22,CUT-IN-012A,cutt,0,1,use new dilution in CUT-IN-016,0122.3Chk.Up.2
NA,1,7/15/22,CUT-IN-012A,cutt,0,1,use new dilution in CUT-IN-016,0122.3Chk.Up.3
NA,1,7/15/22,CUT-IN-012A,cutt,0,1,use new dilution in CUT-IN-027,0122.5Sqm.Dn.1
NA,1,7/15/22,CUT-IN-012A,cutt,0,1,use new dilution in CUT-IN-016,0122.5Sqm.Dn.2
NA,1,7/15/22,CUT-IN-012A,cutt,0,1,use new dilution in CUT-IN-016,0122.5Sqm.Dn.3
NA,10,7/15/22,CUT-IN-012A,cutt,1,1,NA,0122.5Sqm.Up.1
NA,10,7/15/22,CUT-IN-012A,cutt,1,1,NA,0122.5Sqm.Up.2
NA,10,7/15/22,CUT-IN-012A,cutt,1,1,NA,0122.5Sqm.Up.3
NA,10,7/15/22,CUT-IN-012A,cutt,1,1,NA,0222.1Prt.Dn.1
NA,10,7/15/22,CUT-IN-012A,cutt,1,1,NA,0222.1Prt.Dn.2
NA,10,7/15/22,CUT-IN-012A,cutt,1,1,NA,0222.1Prt.Dn.3
NA,1,7/15/22,CUT-IN-012A,cutt,1,NA,NA,NTC
NA,1,7/15/22,CUT-IN-012A,cutt,1,NA,NA,NTC+IPC
1.00E+05,NA,7/15/22,CUT-IN-012A,cutt,1,NA,NA,St1
10000,NA,7/15/22,CUT-IN-012A,cutt,1,NA,NA,St2
1000,NA,7/15/22,CUT-IN-012A,cutt,1,NA,NA,St3
100,NA,7/15/22,CUT-IN-012A,cutt,1,NA,NA,St4
10,NA,7/15/22,CUT-IN-012A,cutt,1,NA,NA,St5
5,NA,7/15/22,CUT-IN-012A,cutt,1,NA,NA,St6
3,NA,7/15/22,CUT-IN-012A,cutt,1,NA,NA,St7
1,NA,7/15/22,CUT-IN-012A,cutt,1,NA,NA,St8
NA,10,7/14/22,CUT-IN-013,cutt,0,1,NA,0222.1Prt.Up.2
NA,10,7/14/22,CUT-IN-013,cutt,0,1,NA,0222.1Prt.Up.3
NA,1,7/14/22,CUT-IN-013,cutt,0,1,NA,0222.2Brn.Dn.1
NA,1,7/14/22,CUT-IN-013,cutt,0,1,NA,0222.2Brn.Dn.2
NA,1,7/14/22,CUT-IN-013,cutt,0,1,NA,0222.2Brn.Dn.3
NA,1,7/14/22,CUT-IN-013,cutt,0,1,NA,0222.2Brn.Up.1
NA,1,7/14/22,CUT-IN-013,cutt,0,1,NA,0222.2Brn.Up.2
NA,1,7/14/22,CUT-IN-013,cutt,0,1,NA,0222.2Brn.Up.3
NA,1,7/14/22,CUT-IN-013,cutt,0,1,NA,0222.3Chk.Dn.1
NA,1,7/14/22,CUT-IN-013,cutt,0,1,use new dilution in CUT-IN-016,0222.3Chk.Dn.2
NA,1,7/14/22,CUT-IN-013,cutt,0,1,use new dilution in CUT-IN-017,0222.3Chk.Dn.3
NA,1,7/14/22,CUT-IN-013,cutt,0,1,use new dilution in CUT-IN-017,0222.3Chk.Up.1
NA,1,7/14/22,CUT-IN-013,cutt,0,1,use new dilution in CUT-IN-017,0222.3Chk.Up.2
NA,1,7/14/22,CUT-IN-013,cutt,0,1,use new dilution in CUT-IN-017,0222.3Chk.Up.3
NA,1,7/14/22,CUT-IN-013,cutt,0,1,use new dilution in CUT-IN-017,0222.5Sqm.Dn.1
NA,1,7/14/22,CUT-IN-013,cutt,0,1,use new dilution in CUT-IN-016,0222.5Sqm.Dn.2
NA,1,7/14/22,CUT-IN-013,cutt,0,1,use new dilution in CUT-IN-016,0222.5Sqm.Dn.3
NA,1,7/14/22,CUT-IN-013,cutt,0,1,use new dilution in CUT-IN-016,0222.5Sqm.Up.1
NA,1,7/14/22,CUT-IN-013,cutt,0,1,use new dilution in CUT-IN-017,0222.5Sqm.Up.2
NA,1,7/14/22,CUT-IN-013,cutt,0,1,use new dilution in CUT-IN-017,0222.5Sqm.Up.3
NA,100,7/14/22,CUT-IN-013,cutt,0,1,NA,0921.4Pad.Up11.1
NA,1,7/14/22,CUT-IN-013,cutt,0,NA,NA,NTC
NA,1,7/14/22,CUT-IN-013,cutt,0,NA,NA,NTC+IPC
1.00E+05,NA,7/14/22,CUT-IN-013,cutt,0,NA,NA,St1
10000,NA,7/14/22,CUT-IN-013,cutt,0,NA,NA,St2
1000,NA,7/14/22,CUT-IN-013,cutt,0,NA,NA,St3
100,NA,7/14/22,CUT-IN-013,cutt,0,NA,NA,St4
10,NA,7/14/22,CUT-IN-013,cutt,0,NA,NA,St5
5,NA,7/14/22,CUT-IN-013,cutt,0,NA,NA,St6
3,NA,7/14/22,CUT-IN-013,cutt,0,NA,NA,St7
1,NA,7/14/22,CUT-IN-013,cutt,0,NA,NA,St8
NA,10,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-027,0222.1Prt.Up.2
NA,10,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-027,0222.1Prt.Up.2
NA,10,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-027,0222.1Prt.Up.3
NA,1,8/22/22,CUT-IN-013A,cutt,1,1,NA,0222.2Brn.Dn.1
NA,1,8/22/22,CUT-IN-013A,cutt,1,1,NA,0222.2Brn.Dn.2
NA,1,8/22/22,CUT-IN-013A,cutt,1,1,NA,0222.2Brn.Dn.3
