Serial Number,W30401034,,,,,,,,,
5/11/21 2:24,13167,22.01,2,1.29,999,0.02,47.691562,-122.362367,84.8,3.1
5/11/21 2:24,13169,22.06,1.94,1.31,999,0.02,47.691562,-122.362369,84.7,3.1
5/11/21 2:24,13171,22.1,1.89,1.3,954.48,0.02,47.691562,-122.362371,84.7,3.1
5/11/21 2:24,13173,22.14,2.15,1.31,999,0.02,47.691563,-122.362373,84.7,3.1
5/11/21 2:24,13175,22.19,2.32,1.3,999,0.02,47.691563,-122.362373,85,3.1
5/11/21 2:24,13177,22.23,2.1,1.3,999,0.02,47.691563,-122.362375,85.2,3.1
5/11/21 2:24,13179,22.27,2.39,1.29,999,0.02,47.691563,-122.362376,85.2,3.1
5/11/21 2:24,13181,22.32,2.29,1.3,999,0.02,47.691564,-122.362377,85.4,3.1
5/11/21 2:24,13183,22.36,2.24,1.3,999,0.02,47.691564,-122.362378,85.6,3.1
5/11/21 2:24,13185,22.4,2.01,1.3,999,0.02,47.691565,-122.362378,85.6,3.1
5/11/21 2:24,13187,22.45,2.2,1.3,999,0.02,47.691566,-122.362378,85.6,3.1
5/11/21 2:25,13189,22.49,2.38,1.3,999,0.01,47.691566,-122.362378,85.5,3.1
5/11/21 2:25,13191,22.53,2.06,1.3,999,0.01,47.691567,-122.362378,85.2,3.1
5/11/21 2:25,13193,22.58,2.44,1.3,999,0.01,47.691568,-122.362378,85,3.1
5/11/21 2:25,13195,22.62,2.45,1.3,999,0.01,47.691568,-122.362378,84.7,3.1
5/11/21 2:25,13197,22.66,2.02,1.3,999,0.01,47.691569,-122.362378,84.2,3.1
5/11/21 2:25,13199,22.71,2.07,1.3,999,0.01,47.691569,-122.362379,83.9,3.1
5/11/21 2:25,13201,22.75,2.47,1.3,999,0.01,47.69157,-122.36238,83.3,3.1
5/11/21 2:25,13203,22.79,2.59,1.3,999,0.01,47.69157,-122.362381,82.9,3.1
5/11/21 2:25,13205,22.84,2.06,1.3,999,0.02,47.69157,-122.362381,82.7,3.1
5/11/21 2:25,13207,22.88,2.44,1.3,999,0.02,47.691568,-122.362379,82.5,3.1
5/11/21 2:25,13209,22.92,2.03,1.3,999,0.02,47.691567,-122.362377,82.2,3.1
5/11/21 2:25,13211,22.97,2.35,1.3,999,0.02,47.691566,-122.362377,81.8,3.1
5/11/21 2:25,13213,23.01,2.04,1.3,999,0.02,47.691566,-122.362377,81.1,3.1
5/11/21 2:25,13215,23.05,2.11,1.3,999,0.02,47.691564,-122.362376,80.3,3.1
5/11/21 2:25,13217,23.1,2.22,1.3,999,0.02,47.691562,-122.362374,79.9,3.1
5/11/21 2:25,13219,23.14,2.28,1.3,999,0.02,47.69156,-122.362371,79.9,3.1
5/11/21 2:25,13221,23.18,2.34,1.3,999,0.02,47.691559,-122.362369,80,3.1
5/11/21 2:25,13223,23.23,2.28,1.29,999,0.02,47.691559,-122.362367,80.2,3.1
5/11/21 2:25,13225,23.27,2.07,1.3,999,0.01,47.691558,-122.362366,80.2,3.1
5/11/21 2:25,13227,23.32,1.87,1.3,999,0.01,47.691557,-122.362364,80.4,3.1
5/11/21 2:25,13229,23.36,2.05,1.3,999,0.01,47.691556,-122.362363,80.6,3.1
5/11/21 2:25,13231,23.4,2.09,1.3,999,0.01,47.691556,-122.362361,80.8,3.1
5/11/21 2:25,13233,23.45,1.96,1.3,999,0.01,47.691555,-122.36236,81.1,3.1
5/11/21 2:25,13235,23.49,2.17,1.3,999,0.02,47.691558,-122.362363,81.3,3.1
